date,Carbon monoxide,Lead (TSP) LC,Nitrogen dioxide (NO2),Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Sulfur dioxide,daily_max_aqi,daily_avg_temp
2021/8/24,0.3875,0.008,11.616667,0.037882,36,11.3,0.508333,55,208.5
2021/8/25,0.458333,0.008,18.041667,0.033882,36,14.1,0.566667,67,227.5
2021/8/26,0.641667,0.008,24.008333,0.038176,36,19.4,0.795833,101,253
2021/8/27,0.625,0.008,22.958333,0.036882,36,17.4,0.820833,66,230.5
2021/8/28,0.470833,0.008,13.379167,0.040824,36,13.6,0.591667,74,214
2021/8/29,0.375,0.008,9.983333,0.039471,36,13.7,0.608333,60,208.5
2021/8/30,0.3875,0.004,11.433333,0.037176,36,17,0.679167,66,222
2021/8/31,0.366667,0.004,13.520833,0.036,36,20.7,0.591667,73,208.5
2021/9/1,0.354167,0.004,10.004167,0.037941,36,14.65,0.4875,62,216.5
2021/9/2,0.329167,0.004,8.516667,0.039059,28,13.1,0.379167,58,208
2021/9/3,0.391667,0.004,15.291667,0.029882,28,14.5,0.404167,61,211
2021/9/4,0.5625,0.004,20.8875,0.029706,28,15,0.6125,71,236
2021/9/5,0.708333,0.0075,19.4625,0.044824,28,14,0.716667,87,255.5
2021/9/6,0.341667,0.0075,8.3,0.039588,28,18.6,0.633333,77,250
2021/9/7,0.429167,0.0075,14.683333,0.035765,28,15.649999999999999,0.583333,63,241.5
2021/9/8,0.425,0.0075,13.033333,0.035176,28,14.7,0.529167,61,233.5
2021/9/9,0.404167,0.0075,13.4375,0.041176,28,10.3,0.575,87,247.5
2021/9/10,0.395833,0.0075,15.766667,0.026294,28,9.4,0.558333,52,233
2021/9/11,0.508333,0.006,19.995833,0.023588,23,11.8,0.720833,56,252.5
2021/9/12,0.529167,0.006,17.033333,0.033588,23,14.2,0.879167,61,227.5
2021/9/13,0.475,0.006,17.416667,0.031,23,12.4,0.516667,57,208.5
2021/9/14,0.45,0.006,20.675,0.035647,23,14.7,0.520833,61,203
2021/9/15,0.358333,0.006,14.391667,0.042647,23,15.7,0.416667,63,202.5
2021/9/16,0.3,0.006,10.679167,0.042176,23,14.6,0.375,61,194.5
2021/9/17,0.308333,0.0045,11.091667,0.040059,24,10.7,0.391667,54,197.5
2021/9/18,0.254167,0.0045,8.454167,0.031,24,9.2,0.358333,51,189
2021/9/19,0.404167,0.0045,14.445833,0.032176,24,12.8,0.445833,58,197
2021/9/20,0.5125,0.0045,22.991667,0.027941,24,13.1,0.595833,58,228
2021/9/21,0.525,0.0045,27.175,0.036294,24,13.7,0.575,93,261
2021/9/22,0.573333,0.0045,26.505556,0.014167,24,10.8,0.604167,54,252.5
2021/9/23,0.404167,0.004,19.858333,0.026176,19,12.9,0.783333,58,216.5
2021/9/25,0.325,0.004,9.2875,0.034,19,10.35,0.420833,54,197
2021/9/26,0.2,0.004,6.733333,0.034824,19,11.7,0.2625,56,189
2021/9/27,0.2625,0.004,11.866667,0.024588,19,9.9,0.275,52,186
2021/9/28,0.254167,0.004,12.025,0.027176,19,7.2,0.445833,40,194.5
2021/9/29,0.3875,0.01,17.933333,0.027118,37,9.7,0.379167,52,189
2021/9/30,0.575,0.01,26.358333,0.028059,37,12.2,0.475,58,222
2021/10/1,0.666667,0.01,31.4875,0.027529,37,11.35,0.666667,55,236
2021/10/2,0.704167,0.01,28.841667,0.033706,37,11.5,0.558333,90,236
2021/10/3,0.6125,0.01,23.9625,0.051353,37,12,0.625,150,250
2021/10/4,0.604167,0.01,27.545833,0.039529,37,11,0.558333,58,244.5
2021/10/5,0.283333,0.005,12.075,0.037765,23,7.7,0.354167,51,225
2021/10/6,0.354167,0.005,13.518182,0.038824,23,12,0.2875,56,200
2021/10/7,0.254167,0.005,12.366667,0.027471,23,9.95,0.338095,53,197.5
2021/10/8,0.225,0.005,9.894737,0.016231,23,4.6,0.266667,30,181
2021/10/9,0.4375,0.004,15.316667,0.022118,23,8,0.416667,44,172.5
2021/10/10,0.516667,0.004,19.3625,0.032588,23,11.9,0.466667,58,194.5
2021/10/11,0.433333,0.004,14.216667,0.036941,34,14.8,0.295833,62,183.5
2021/10/12,0.282353,0.0075,14.81,0.015429,34,7.7,0.25,43,172
2021/10/13,0.525,0.0075,23.904167,0.024706,34,11.15,0.3625,55,167
2021/10/14,0.633333,0.0075,32.279167,0.023529,34,13.6,0.595833,59,177.5
2021/10/15,0.670833,0.0075,32.35,0.021588,34,9.7,0.479167,54,219.5
2021/10/16,0.616667,0.0075,27.004167,0.026294,34,8.8,0.483333,49,225
2021/10/17,0.554167,0.006,18.620833,0.037706,22,10.2,0.508333,53,180.5
2021/10/18,0.241667,0.006,12.654167,0.023412,22,5.7,0.191667,35,169
2021/10/19,0.391667,0.006,18.304167,0.023294,22,8.5,0.358333,48,161.5
2021/10/20,0.516667,0.006,22.8875,0.022588,22,8.8,0.320833,49,167
2021/10/21,0.629167,0.006,27.554167,0.023118,22,10.4,0.341667,53,177.5
2021/10/22,0.358333,0.006,18.7875,0.020353,22,14.6,0.229167,61,169.5
2021/10/23,0.233333,0.004,10.654167,0.024,13,7.9,0.145833,44,181
2021/10/24,0.2625,0.004,10.008333,0.030941,13,7,0.179167,40,183.5
2021/10/25,0.291667,0.004,16.691667,0.016118,13,6.050000000000001,0.141667,34,141.5
2021/10/26,0.445833,0.004,21.008333,0.019154,13,7.4,0.258333,41,155.5
2021/10/27,0.7,0.004,31.595,0.008417,13,8,0.333333,44,194.5
2021/10/28,0.745833,0.004,32.6,0.020176,13,7.9,0.454545,56,227.5
2021/10/29,0.733333,0.003,35.770833,0.018176,22,11.7,0.629167,56,222
2021/10/30,0.425,0.003,19.866667,0.032059,22,23.2,0.225,77,180.5
2021/10/31,0.270833,0.003,11.120833,0.027706,22,19.299999999999997,0.125,70,169.5
2021/11/1,0.541667,0.003,24.229167,0.014706,22,22.9,0.279167,77,158.5
2021/11/2,0.529167,0.003,24.279167,0.010647,22,19.9,0.2,71,161
2021/11/3,0.758333,0.003,28.229167,0.012353,22,24.3,0.3,79,175
2021/11/4,0.6,0.006,32.836364,0.013706,63,33.3,0.242857,96,178
2021/11/5,0.717647,0.006,35.35,0.02075,63,44.4,0.304167,123,177.5
2021/11/6,0.491667,0.006,18.820833,0.039471,63,61.05,0.154167,155,169.5
2021/11/7,0.516667,0.006,18.3625,0.034353,63,55.1,0.1,149,155.5
2021/11/8,0.4625,0.006,20.8875,0.023941,63,28.4,0.133333,87,167
2021/11/9,0.5,0.006,19.715789,0.020273,63,17,0.141667,66,158.5
2021/11/10,0.504167,0.0075,28.520833,0.017353,22,22.3,0.245833,76,191.5
2021/11/11,0.6875,0.0075,34.170833,0.014059,22,7.8,0.333333,50,213.5
2021/11/12,0.745833,0.0075,33.308333,0.014941,22,7.1,0.4,47,233
2021/11/13,0.695833,0.0075,29.945833,0.019353,22,7.8,0.366667,44,244.5
2021/11/14,0.75,0.0075,30.4875,0.024,22,13.1,0.395833,58,225
2021/11/15,0.775,0.0075,31.733333,0.020588,22,15.1,0.379167,62,202.5
2021/11/16,0.541667,0.008,27.929167,0.020471,36,31.4,0.329167,93,163.5
2021/11/17,0.425,0.008,22.9875,0.014882,36,28.6,0.1375,87,164
2021/11/18,0.741667,0.008,25.852174,0.026,36,29.4,0.220833,89,150
2021/11/21,0.720833,0.008,36.95,0.016706,36,11.3,0.1875,55,194.5
2021/11/22,0.6,0.011,30.4625,0.013824,31,5.8,0.258333,40,200
2021/11/23,0.691667,0.011,32.625,0.016353,31,8.5,0.491667,47,183
2021/11/24,0.583333,0.011,32.866667,0.015118,31,10.45,0.308333,54,166.5
2021/11/25,0.604167,0.011,27.7,0.018706,31,10.3,0.316667,53,163.5
2021/11/26,0.691667,0.011,29.466667,0.015235,31,9,0.295833,50,163.5
2021/11/27,0.770833,0.011,33.404167,0.014706,31,13.6,0.545833,59,172
2021/11/28,0.954167,0.016,31.15,0.020059,64,17.1,0.429167,66,169
2021/11/29,1.0375,0.016,46.241667,0.012118,64,19.9,0.579167,71,172
2021/11/30,1.391667,0.016,55.604167,0.004588,64,38,0.641667,108,147
2021/12/1,1.366667,0.016,51.957143,0.001538,64,45.4,0.508696,125,161
2021/12/2,0.844444,0.016,34.36,0.025933,64,44.8,0.191667,124,139
2021/12/7,0.3875,0.01,35,0.012353,52,22.6,0.083333,76,150
2021/12/8,0.6125,0.01,20.3625,0.033118,52,21.5,0.191667,74,144.5
2021/12/9,0.270833,0.01,14.491667,0.022765,52,4.4,0.0125,34,130.5
2021/12/10,0.45,0.005,27.05,0.010353,20,9.1,0.161111,51,122.5
2021/12/11,0.529167,0.005,24.5375,0.016176,20,7.5,0.1125,42,138.5
2021/12/12,0.541667,0.005,24.6125,0.018059,20,11.5,0.175,55,119.5
2021/12/13,0.566667,0.005,29.191667,0.018824,20,16,0.175,64,116.5
2021/12/14,0.2375,0.005,12.729167,0.024412,20,3,0,33,102.5
2021/12/15,0.475,0.005,25.870833,0.012176,20,6.9,0.120833,38,89
2021/12/16,0.620833,0.005,27.679167,0.008647,17,12,0.2,56,94
2021/12/17,0.5875,0.005,30.166667,0.008471,17,12.1,0.254167,57,130.5
2021/12/18,0.65,0.005,27.570833,0.014,17,8.25,0.225,46,131
2021/12/19,0.6125,0.005,27.670833,0.012,17,16.4,0.275,65,119.5
2021/12/20,0.916667,0.005,35.6625,0.008471,17,22.4,0.341667,76,119.5
2021/12/21,0.670833,0.005,35.970833,0.007529,17,13.7,0.304167,60,153
2021/12/22,0.929167,0.001,41.5625,0.005706,9,23.1,0.529167,77,130.5
2021/12/23,0.470833,0.001,24.345833,0.020765,9,11.7,0.083333,56,127.5
2021/12/24,0.225,0.001,12.570833,0.020824,9,5.9,0.004167,34,136
2021/12/25,0.383333,0.001,13.241667,0.029824,9,9.7,0.008333,52,116.5
2021/12/26,0.291667,0.001,14.979167,0.017765,9,5.3,0.0125,32,108.5
2021/12/27,0.5125,0.001,22.108333,0.012588,9,8.5,0.083333,47,92
2021/12/28,0.479167,0,22.304167,0.016941,4,7.3,0.104167,41,92
2021/12/29,0.379167,0,17.141667,0.026647,4,6.2,0.041667,34,97.5
2021/12/30,0.216667,0,12.129167,0.017647,4,3.3,0.004167,29,117
2021/12/31,0.383333,0,18.220833,0.01725,4,9.5,0.058333,52,111
2022/1/1,0.352632,0,14.9125,0.019471,4,11.4,0.05,57,119.5
2022/1/2,0.420833,0,19.579167,0.017,4,7,0.058333,39,119.5
2022/1/3,0.541667,0.01,25.716667,0.013882,40,8.4,0.1875,47,111.5
2022/1/4,0.7375,0.01,30.308333,0.011353,40,16.9,0.370833,66,114
2022/1/5,0.945833,0.01,39.166667,0.007059,40,24.950000000000003,0.508333,81,133.5
2022/1/6,1.025,0.01,47.570833,0.006412,40,22,0.5125,75,147.5
2022/1/7,1.020833,0.01,34.3625,0.019824,40,33.7,1.0875,97,111
2022/1/8,0.379167,0.01,19.983333,0.021588,40,17.4,0.108333,66,130.5
2022/1/9,0.625,0.006,25.754167,0.017059,19,12.3,0.154167,60,155.5
2022/1/10,0.570833,0.006,30.833333,0.011412,19,4.9,0.1625,41,167
2022/1/11,0.4875,0.006,31.783333,0.013412,19,5.65,0.175,47,178
2022/1/12,0.729167,0.006,37.8125,0.008412,19,8.2,0.366667,46,163.5
2022/1/13,0.8625,0.006,44.958333,0.002059,19,16.3,0.6125,64,169.5
2022/1/14,1.075,0.006,43.016667,0.008529,19,19.7,0.604167,71,169.5
2022/1/15,0.8125,0.0035,27.141667,0.018235,17,9.3,0.275,52,158.5
2022/1/16,0.358333,0.0035,21.7125,0.022059,17,6.9,0.2125,40,197.5
2022/1/17,0.375,0.0035,22.5,0.017118,17,13.35,0.075,59,158.5
2022/1/18,0.370833,0.0035,19.1125,0.026,17,15.2,0.045833,62,152.5
2022/1/19,0.470833,0.0035,21.275,0.014471,17,20.6,0.045455,72,144.5
2022/1/20,0.6625,0.0035,28.391667,0.015647,17,9,0.195833,52,158
2022/1/21,0.629167,0.006,21.95,0.033647,16,7,0.225,41,147
2022/1/22,0.241667,0.006,14.225,0.023059,16,4.5,0.045833,37,161
2022/1/23,0.475,0.006,25.258333,0.015706,16,6.800000000000001,0.245833,38,161
2022/1/24,0.65,0.006,33.279167,0.011647,16,9.4,0.4,55,150
2022/1/25,0.670833,0.006,31.9875,0.014588,16,16.7,0.285714,65,138.5
2022/1/26,0.704167,0.006,33.495833,0.014294,16,11.9,0.270833,58,144.5
2022/1/27,0.65,0.0135,33.683333,0.014,28,8.9,0.295833,49,144.5
2022/1/28,0.766667,0.0135,32.85,0.017471,28,8,0.325,49,153
2022/1/29,0.620833,0.0135,33.666667,0.010412,28,8.8,0.225,49,153
2022/1/30,0.604167,0.0135,27.5,0.017294,28,11.3,0.241667,55,136
2022/1/31,0.766667,0.0135,36.4875,0.011882,28,23.2,0.316667,77,125
2022/2/1,0.516667,0.0135,27.516667,0.018765,28,21.9,0.116667,75,136
2022/2/2,0.5875,0.009,29.35,0.018588,27,12.7,0.275,58,127.5
2022/2/3,0.629167,0.009,32.295833,0.015471,27,9.4,0.3375,52,119.5
2022/2/4,0.695833,0.009,33.295455,0.015412,27,9.75,0.3625,54,139
2022/2/5,0.65,0.009,29.658333,0.017941,27,10.2,0.283333,53,133.5
2022/2/6,0.741667,0.009,31.795833,0.017059,27,11.1,0.304167,55,150
2022/2/7,0.729167,0.009,32.441667,0.018824,27,7.6,0.3625,49,163.5
2022/2/8,0.608333,0.01,33.8375,0.019118,32,9,0.270833,52,183.5
2022/2/9,0.729167,0.01,36.970833,0.017824,32,8.4,0.391667,52,191.5
2022/2/10,0.6375,0.01,32.258333,0.018,32,8.350000000000001,0.379167,51,205.5
2022/2/11,0.7875,0.01,37.554167,0.018824,32,9.8,0.479167,55,197.5
2022/2/12,0.720833,0.01,31.779167,0.022588,32,8.7,0.258333,51,205.5
2022/2/13,0.533333,0.01,21.483333,0.028059,32,7.5,0.158333,49,205.5
2022/2/14,0.641667,0.0045,28.304167,0.032824,20,12.2,0.3875,57,169.5
2022/2/15,0.216667,0.0045,10.016667,0.03,20,7,0.016667,39,128
2022/2/16,0.308333,0.0045,21.091667,0.021059,20,7.300000000000001,0.1,41,128
2022/2/17,0.4125,0.0045,22.5375,0.024294,20,7.2,0.1,41,144.5
2022/2/18,0.483333,0.0045,28.1625,0.021353,20,7.2,0.15,42,153
2022/2/19,0.541667,0.0045,23.8875,0.027706,20,9.1,0.1875,51,158.5
2022/2/20,0.4625,0.0065,17.295833,0.040412,17,19,0.133333,69,138.5
2022/2/21,0.2375,0.0065,12.383333,0.034412,17,10,0.054167,53,128
2022/2/22,0.220833,0.0065,8.270833,0.037706,17,5.300000000000001,0.020833,39,111
2022/2/23,0.2,0.0065,7.175,0.031529,17,2.4,0.004167,37,97
2022/2/24,0.35,0.0065,21.241667,0.023118,17,5.1,0.091667,37,92
2022/2/25,0.479167,0.0065,26.479167,0.022941,17,9.1,0.220833,53,108.5
2022/2/26,0.529167,0.009,26.8125,0.024412,25,8.3,0.179167,52,125
2022/2/27,0.441667,0.009,21.816667,0.026,25,6,0.120833,46,158
2022/2/28,0.645833,0.009,34.916667,0.019412,25,7.55,0.433333,53,177.5
2022/3/1,0.5625,0.009,31.943478,0.021706,25,7.1,0.316667,43,189
2022/3/2,0.666667,0.009,39.708333,0.021529,25,12,0.508333,64,183.5
2022/3/3,0.625,0.009,27.220833,0.039059,25,17.7,0.2625,67,150
2022/3/4,0.2625,0.003,10.566667,0.035824,12,5.4,0.033333,39,141.5
2022/3/5,0.233333,0.003,10.445833,0.028059,12,6.2,0.029167,40,119.5
2022/3/6,0.329167,0.003,14.9125,0.025471,12,7.25,0.166667,41,111
2022/3/7,0.504167,0.003,26.816667,0.019471,12,8.7,0.258333,52,133.5
2022/3/8,0.516667,0.003,27.045833,0.022765,12,7.1,0.2,44,136
2022/3/10,0.291667,0.006,15.558333,0.027059,20,13.9,0.116667,60,153
2022/3/11,0.45,0.006,25.645833,0.028294,20,8.9,0.216667,52,147.5
2022/3/12,0.475,0.006,24.545833,0.027647,20,7.300000000000001,0.1625,49,172
2022/3/13,0.483333,0.006,17.558333,0.034647,20,11,0.358333,56,156
2022/3/15,0.595833,0.006,27.7875,0.024647,20,13.4,0.304167,61,166.5
2022/3/16,0.395833,0.0125,18.041667,0.031706,30,9.1,0.108333,51,197.5
2022/3/17,0.4125,0.0125,22.4625,0.024353,30,10.3,0.166667,58,186.5
2022/3/18,0.554167,0.0125,28.566667,0.029059,30,11.6,0.416667,63,183.5
2022/3/19,0.391667,0.0125,16.945833,0.035824,30,11.8,0.241667,61,161
2022/3/20,0.2,0.0125,4.8,0.035471,30,2.6,0.0125,42,175
2022/3/21,0.366667,0.0125,21.416667,0.023235,30,11.1,0.2125,61,180.5
2022/3/22,0.554167,0.008,27.9875,0.029118,30,9.9,0.3,58,203
2022/3/23,0.516667,0.008,23.866667,0.032294,12,7.2,0.2375,49,216.5
2022/3/24,0.466667,0.008,26.125,0.031353,12,9.6,0.245833,55,197
2022/3/25,0.583333,0.008,26.195833,0.030529,12,12.2,0.270833,65,166.5
2022/3/26,0.416667,0.008,16.441667,0.039353,12,16.7,0.1375,69,169.5
2022/3/27,0.208333,0.008,5.645833,0.042588,12,7.5,0.05,53,169.5
2022/3/28,0.2,0.0035,11.195833,0.028353,12,4.9,0.004167,41,136.5
2022/3/29,0.329167,0.0035,14.7,0.024176,18,6.2,0.070833,51,139
2022/3/30,0.283333,0.0035,13.395833,0.030941,18,9.2,0.066667,56,161
2022/3/31,0.233333,0.0035,12.645833,0.029235,18,10.1,0.1,57,150
2022/4/1,0.366667,0.0035,13.816667,0.036706,18,12,0.054167,60,152.5
2022/4/2,0.291667,0.0035,8.208333,0.044824,18,12.4,0.004167,59,152.5
2022/4/3,0.2,0.0075,4.75,0.042412,32,9.7,0,55,152.5
2022/4/4,0.291667,0.0075,13.929167,0.027353,32,13.8,0.041667,64,164
2022/4/5,0.483333,0.0075,27.9,0.024529,32,15,0.470833,69,189
2022/4/6,0.470833,0.0075,26.929167,0.037941,32,14.7,0.2625,101,225
2022/4/7,0.5125,0.0075,29.266667,0.033059,32,11.9,0.225,84,253
2022/4/8,0.511765,0.0075,25.325,0.027143,32,9.5,0.183333,71,264
2022/4/9,0.466667,0.004,17.579167,0.047824,32,18.4,0.5375,71,219.5
2022/4/10,0.2,0.004,5.516667,0.045412,32,20.2,0.129167,73,178
2022/4/11,0.2,0.004,7.891667,0.038,32,14.35,0.129167,63,158.5
2022/4/12,0.2,0.004,4.557143,0.0464,32,3.8,0.041667,45,153
2022/4/14,0.3125,0.004,17.2375,0.033353,32,10,0.254167,55,153
2022/4/15,0.270833,0.0025,13.016667,0.035412,13,8.8,0.204167,54,166.5
2022/4/16,0.2,0.0025,5.15,0.030118,13,5.5,0.05,38,155.5
2022/4/17,0.2,0.0025,6.654167,0.030176,13,7.5,0.095833,46,155.5
2022/4/18,0.379167,0.0025,17.2625,0.034941,13,10,0.35,57,175
2022/4/19,0.254167,0.0025,13.345833,0.030176,13,8.5,0.235,53,178
2022/4/20,0.2,0.0025,8.452174,0.034647,13,6.4,0.186364,47,167
2022/4/21,0.241667,0.0065,9.9125,0.034647,19,5.9,0.104167,35,155.5
2022/4/22,0.208333,0.0065,7.154167,0.029235,19,5.9,0.020833,42,152.5
2022/4/23,0.3125,0.0065,16.429167,0.028118,19,9.65,0.208333,55,169.5
2022/4/24,0.391667,0.0065,13.145833,0.034353,19,6.1,0.1,54,208.5
2022/4/25,0.3875,0.0065,21.266667,0.036588,19,7.5,0.208333,71,233.5
2022/4/26,0.4,0.0065,22.354167,0.040471,19,14.1,0.475,64,211
2022/4/27,0.223529,0.007,10.92,0.04,30,18.8,0.220833,69,177.5
2022/4/28,0.208333,0.007,10.918182,0.035059,30,15.3,0.091667,63,158.5
2022/4/29,0.358333,0.007,16.9125,0.035353,30,15,0.1625,66,164
2022/4/30,0.45,0.007,18.479167,0.039882,30,15.7,0.25,74,180.5
2022/5/1,0.308333,0.007,10.75,0.046706,30,16.8,0.204167,67,183.5
2022/5/2,0.229167,0.007,8.7625,0.039235,30,14.5,0.054167,61,177.5
2022/5/3,0.2625,0.006,11.2375,0.039176,29,12.8,0.116667,62,175
2022/5/4,0.3625,0.006,18.366667,0.037059,29,16,0.145833,67,189
2022/5/5,0.370833,0.006,18.845833,0.036176,29,17.299999999999997,0.145833,71,186
2022/5/6,0.454167,0.006,23.079167,0.033235,29,12.8,0.525,66,183.5
2022/5/7,0.225,0.006,9.179167,0.037353,29,11.6,0.195833,59,191.5
2022/5/8,0.2,0.006,5.4875,0.035235,29,11.4,0.129167,56,169.5
2022/5/9,0.2375,0.007,10.9625,0.034118,21,10,0.129167,55,164
2022/5/10,0.295833,0.007,13.604167,0.030059,21,8.5,0.166667,52,153
2022/5/11,0.266667,0.007,10.5125,0.036471,21,5.550000000000001,0.116667,43,158.5
2022/5/12,0.2875,0.007,17.645833,0.030294,21,6.7,0.166667,54,189
2022/5/13,0.454167,0.007,26.266667,0.032059,21,9.5,0.329167,67,222.5
2022/5/14,0.545833,0.007,26.583333,0.046118,21,11.6,0.55,161,239
2022/5/15,0.508333,0.0055,18.579167,0.040706,24,16.5,0.566667,71,219.5
2022/5/16,0.245833,0.0055,10.775,0.034,24,13.7,0.204167,65,177.5
2022/5/17,0.254167,0.0055,12.283333,0.034,24,12.8,0.141667,61,178
2022/5/18,0.3,0.0055,12.254167,0.041529,24,15.7,0.075,65,175
2022/5/19,0.283333,0.0055,13.25,0.039706,24,17,0.054167,68,172
2022/5/20,0.2,0.0055,10.427778,0.028,24,5.6,0.0125,43,175
2022/5/21,0.2,0.005,6.2625,0.033176,28,6.3,0.070833,43,172.5
2022/5/22,0.283333,0.005,9,0.035294,28,11.9,0.1,58,164
2022/5/23,0.270833,0.005,13.583333,0.040353,28,16.65,0.054167,66,167
2022/5/24,0.304167,0.005,11.916667,0.043059,28,17.9,0.041667,75,183.5
2022/5/25,0.35,0.005,15.1625,0.045118,28,19.5,0.1625,78,189
2022/5/26,0.270833,0.005,11.4,0.039941,28,13.2,0.028571,65,197.5
2022/5/27,0.2,0.0025,7.383333,0.034,17,7.2,0.0125,53,183.5
2022/5/28,0.2,0.0025,6.570833,0.031882,17,6.9,0.0875,47,172
2022/5/29,0.220833,0.0025,7.320833,0.031882,17,7.7,0.158333,47,180.5
2022/5/30,0.191667,0.0025,6.608333,0.031059,17,12.6,0.108333,59,183
2022/5/31,0.2625,0.0025,13.054167,0.030588,17,16.3,0.195833,67,186
2022/6/1,0.345833,0.0025,18.1,0.034294,17,19,0.3,69,205.5
2022/6/2,0.245833,0.0045,14,0.039412,16,18.9,0.175,70,208.5
2022/6/3,0.233333,0.0045,10.920833,0.039118,16,13,0.054167,63,192
2022/6/4,0.204167,0.0045,7.608333,0.030235,16,9.350000000000001,0.058333,54,186
2022/6/5,0.254167,0.0045,8.1375,0.025235,16,7.2,0.179167,48,197.5
2022/6/6,0.266667,0.0045,10.675,0.027471,16,7.3,0.125,49,211
2022/6/7,0.316667,0.0045,13.945833,0.031882,16,11.8,0.091667,61,208
2022/6/8,0.329167,0.009,12.7125,0.038529,24,13,0.041667,63,205.5
2022/6/9,0.345833,0.009,14.266667,0.045588,24,16.9,0.091667,100,219.5
2022/6/10,0.495833,0.009,18.9625,0.047471,24,15.8,0.191667,100,222
2022/6/11,0.416667,0.009,13.704167,0.037176,24,9.9,0.0875,62,219.5
2022/6/12,0.35,0.009,9.920833,0.041294,24,11.3,0.1875,64,211.5
2022/6/13,0.2125,0.009,8.6,0.029118,24,6.3,0.133333,52,214
2022/6/14,0.25,0.0065,11.3375,0.036765,33,11,0.233333,60,214
2022/6/15,0.320833,0.0065,14.225,0.040529,33,15.8,0.1125,67,222
2022/6/16,0.333333,0.0065,12.820833,0.045647,33,17.6,0.075,74,225
2022/6/17,0.233333,0.0065,9.125,0.035647,33,10.2,0.133333,61,202.5
2022/6/18,0.245833,0.0065,9.429167,0.033471,33,8.1,0.208333,55,194.5
2022/6/19,0.2875,0.0065,9.695833,0.030118,33,9.3,0.283333,57,200
2022/6/20,0.4125,0.006,19.820833,0.037,30,12.4,0.416667,93,236.5
2022/6/21,0.370833,0.006,17.5375,0.031529,30,17,0.433333,72,236
2022/6/22,0.35,0.006,12.525,0.037294,30,16.2,0.15,68,217
2022/6/23,0.341667,0.006,12.6625,0.034176,30,12.7,0.2,63,222
2022/6/24,0.4,0.006,16.858333,0.033059,30,12.1,0.25,63,219.5
2022/6/25,0.3875,0.006,12.0625,0.033294,30,11.6,0.179167,65,222.5
2022/6/26,0.345833,0.008,11.733333,0.035353,26,13.5,0.241667,84,222
2022/6/27,0.4375,0.008,17.775,0.038353,26,12.8,0.2375,90,233.5
2022/6/28,0.466667,0.008,21.779167,0.037471,26,13.25,0.4875,87,247
2022/6/29,0.320833,0.008,15.995833,0.035941,26,14.2,0.320833,65,247.5
2022/6/30,0.3,0.008,13.879167,0.037353,26,14.2,0.254167,68,230.5
2022/7/1,0.320833,0.008,13.4,0.036824,26,12.5,0.241667,66,227.5
2022/7/2,0.295833,0.004,10.570833,0.031235,33,11.2,0.35,60,219.5
2022/7/3,0.233333,0.004,7.704167,0.032235,33,9.8,0.254167,57,214
2022/7/4,0.220833,0.004,6.445833,0.028706,33,21.85,0.279167,81,205.5
2022/7/5,0.291667,0.004,10.575,0.023,33,31.6,0.358333,107,211
2022/7/6,0.225,0.004,10.383333,0.015235,33,5.7,0.179167,47,219.5
2022/7/7,0.295833,0.004,12.245455,0.025235,33,7,0.325,53,219.5
2022/7/8,0.3,0.003,10.933333,0.0285,19,9,0.1375,56,219.5
2022/7/9,0.295833,0.003,11.55,0.025176,19,9.4,0.145833,60,208.5
2022/7/10,0.316667,0.003,14.845833,0.030176,19,11.25,0.404167,61,228
2022/7/11,0.2875,0.003,10.1875,0.029412,19,11.2,0.2,63,208.5
2022/7/12,0.258333,0.003,11.895833,0.032471,19,10.2,0.1375,63,205.5
2022/7/13,0.241667,0.003,8.691667,0.028235,19,7,0.070833,54,197.5
2022/7/14,0.254167,0.0055,10.791667,0.024,24,6.4,0.195238,52,208.5
2022/7/15,0.3125,0.0055,11.608333,0.031765,24,9,0.152174,58,216.5
2022/7/16,0.3625,0.0055,14.25,0.035706,24,12.55,0.245833,67,219.5
2022/7/17,0.308333,0.0055,11.3625,0.031059,24,10.8,0.2625,61,255.5
2022/7/18,0.325,0.0055,15.1,0.026706,24,10.2,0.354167,60,252.5
2022/7/19,0.35,0.0055,12.7875,0.031176,24,9.1,0.509091,56,236
2022/7/20,0.325,0.0065,16.279167,0.030235,22,9.9,0.725,59,238.5
2022/7/21,0.329167,0.0065,13.8625,0.033529,22,10.3,0.645833,59,242
2022/7/22,0.3,0.0065,12.675,0.038059,22,11.55,0.533333,61,227.5
2022/7/23,0.245833,0.0065,7.695833,0.037941,22,12.6,0.420833,63,230.5
2022/7/24,0.254167,0.0065,7.979167,0.037118,22,13.1,0.391667,64,233.5
2022/7/25,0.254167,0.0065,10.370833,0.037118,22,10.5,0.416667,62,222
2022/7/26,0.258333,0.0075,10.395833,0.037647,22,9.5,0.420833,61,216.5
2022/7/27,0.258333,0.0075,10.375,0.031353,22,8.1,0.433333,56,222.5
2022/7/28,0.329167,0.0075,15.329167,0.025941,22,8.95,0.641667,56,233
2022/7/29,0.283333,0.0075,15.625,0.029765,22,7.7,0.6625,53,236
2022/7/30,0.325,0.0075,14.266667,0.026353,22,7.8,0.6875,54,230.5
2022/7/31,0.2625,0.0075,9.554167,0.034235,22,6.7,0.620833,49,253
2022/8/1,0.275,0.006,9.004167,0.024235,19,6.6,0.5125,51,244
